DEPTH,RHOB,DT,GR,AI,AI_rel,PHIE
457.04,2086,503.8496,31.0306,4140123.75,-5169.0176,0.3525
457.19,2086,503.8422,32.5855,4140185,-5169.0176,0.3525
457.34,2086,503.8348,30.9641,4140246,-5169.0176,0.3525
457.49,2086,503.8274,28.3382,4140306.75,-5169.0176,0.3525
457.64,2086,503.82,29.7537,4140367.75,-5169.0176,0.3525
457.79,2086,503.8128,30.7385,4140426.5,-5169.0176,0.3525
457.94,2086.0869,503.8055,30.8427,4140660,-5169.0176,0.3525
458.09,2086.1001,503.798,30.3252,4140747,-5169.0176,0.3525
458.24,2086.1001,503.7906,27.6965,4140808.25,-5169.0176,0.3525
458.39,2086.1001,503.7832,25.7089,4140869,-5169.0176,0.3524
458.54,2086.1001,503.7757,20.0097,4140930,-5169.0176,0.3524
458.69,2086.1001,503.7683,18.712,4140991.25,-5169.0176,0.3524
458.84,2086.1001,503.7611,20.3538,4141050.25,-5169.0176,0.3524
458.99,2086.1001,503.7538,27.267,4141110.75,-5169.0176,0.3524
459.14,2086.1741,503.7464,33.1487,4141318.5,-5169.0176,0.3524
459.29,2086.2,503.739,35.5817,4141431,-5169.0176,0.3524
459.44,2086.2,503.7315,34.9224,4141492,-5169.0176,0.3524
459.59,2086.2,503.7241,29.2244,4141553.25,-5169.0176,0.3524
459.74,2086.2,503.7166,24.6401,4141614,-5169.0176,0.3524
459.89,2086.2,503.7092,25.7708,4141675,-5169.0176,0.3524
460.04,2086.2,503.702,28.7387,4141734.25,-5169.0176,0.3524
460.19,2086.2627,503.6947,31.7732,4141919.25,-5169.0176,0.3523
460.34,2086.2998,503.6873,32.5934,4142053.75,-5302.624,0.3523
460.49,2086.2998,503.6799,30.0032,4142114.75,-5475.0381,0.3523
460.64,2086.2998,503.6725,26.6531,4142175.75,-5534.4697,0.3523
460.79,2086.2998,503.665,25.7268,4142237,-5534.4697,0.3523
460.94,2086.2998,503.6577,27.1566,4142296.5,-5534.4697,0.3523
461.09,2086.2998,503.6505,31.8335,4142356.5,-5534.4697,0.3523
461.24,2086.2998,503.6431,35.5591,4142417.5,-5534.4697,0.3523
461.39,2086.3501,503.6357,35.9982,4142578.25,-5534.4697,0.3523
461.54,2086.4001,503.6282,34.9677,4142738.5,-5534.4697,0.3523
461.69,2086.4001,503.6208,31.8825,4142799.75,-5534.4697,0.3523
461.84,2086.4001,503.6134,28.9421,4142860.75,-5534.4697,0.3523
461.99,2086.4001,503.606,27.5826,4142921.75,-5534.4697,0.3523
462.14,2086.4001,503.5987,26.2613,4142981.75,-5534.4697,0.3522
462.29,2086.4001,503.5915,24.892,4143041.25,-5534.4697,0.3522
462.44,2086.4001,503.584,23.6984,4143102.5,-5534.4697,0.3522
462.59,2086.4375,503.5766,22.9578,4143237.75,-5534.4697,0.3522
462.74,2086.5,503.5692,22.741,4143423,-5534.4697,0.3522
462.89,2086.5,503.5617,22.3512,4143484.25,-5534.4697,0.3522
463.04,2086.5,503.5543,22.7459,4143545.5,-5534.4697,0.3522
463.19,2086.5,503.5469,23.752,4143605.5,-5534.4697,0.3522
463.34,2086.5,503.5397,24.3489,4143664.75,-5534.4697,0.3522
463.49,2086.5,503.5323,26.0398,4143725.75,-5534.4697,0.3522
463.64,2086.5261,503.5249,28.8507,4143838.75,-5534.4697,0.3522
463.79,2086.6001,503.5175,27.2836,4144046.75,-5534.4697,0.3522
463.94,2086.6001,503.5101,26.597,4144108,-5534.4697,0.3521
464.09,2086.6001,503.5027,27.05,4144168.75,-5534.4697,0.3521
464.24,2086.6001,503.4955,29.259,4144227.5,-5484.8145,0.3521
464.39,2086.6001,503.4881,31.6143,4144288.75,-5243.4946,0.3521
464.54,2086.6001,503.4807,32.66,4144349.75,-5064.7529,0.3521
464.69,2086.6001,503.4733,34.2286,4144411,-5064.7529,0.3521
464.84,2086.6135,503.4658,34.5725,4144498.5,-5064.7529,0.3521
464.99,2086.7,503.4585,34.9343,4144731,-5064.7529,0.3521
465.14,2086.7,503.451,34.816,4144792.5,-5064.7529,0.3521
465.29,2086.7,503.4436,34.9588,4144853.5,-5064.7529,0.3521
465.44,2086.7,503.4365,33.4038,4144912.25,-5064.7529,0.3521
465.59,2086.7,503.429,31.1135,4144973.5,-5064.7529,0.3521
465.74,2086.7,503.4216,30.5621,4145034.75,-5064.7529,0.352
465.89,2086.7021,503.4142,31.1525,4145099.75,-5064.7529,0.352
466.04,2086.8,503.4068,31.438,4145355.5,-5064.7529,0.352
466.19,2086.8,503.3993,29.3264,4145417.25,-5064.7529,0.352
466.34,2086.8,503.3919,26.3258,4145478.25,-5064.7529,0.352
466.49,2086.8,503.3844,23.046,4145539.5,-5064.7529,0.352
466.64,2086.8,503.3773,23.8289,4145598.5,-5064.7529,0.352
466.79,2086.8,503.3698,25.866,4145659.5,-5064.7529,0.352
466.94,2086.8,503.3624,28.516,4145720.5,-5064.7529,0.352
467.09,2086.8,503.355,31.7531,4145781.75,-5064.7529,0.352
467.24,2086.8892,503.3476,32.5978,4146020,-5064.7529,0.352
467.39,2086.8999,503.3402,34.259,4146102.25,-5064.7529,0.352
467.54,2086.8999,503.333,33.9594,4146161.25,-5064.7529,0.3519
467.69,2086.8999,503.3256,34.3881,4146222.25,-5064.7529,0.3519
467.84,2086.8999,503.3182,34.9849,4146283.5,-5064.7529,0.3519
467.99,2086.8999,503.3108,35.3351,4146344.25,-5064.7529,0.3519
468.14,2086.8999,503.3034,34.6661,4146405.5,-5064.7529,0.3519
468.29,2086.8999,503.296,31.8749,4146466.5,-4498.0908,0.3519
468.44,2086.9766,503.2885,28.1284,4146680.25,-3698.2444,0.3519
468.59,2087,503.2813,27.4308,4146786,-3501.6643,0.3519
468.74,2087,503.2739,29.0638,4146847,-3501.6643,0.3519
468.89,2087,503.2666,29.4121,4146907.5,-3501.6643,0.3519
469.04,2087,503.2592,29.3264,4146968.75,-3501.6643,0.3519
469.19,2087,503.2517,30.7815,4147030.25,-3501.6643,0.3519
469.34,2087,503.2443,31.0432,4147091.25,-3501.6643,0.3518
469.49,2087.0654,503.2369,31.6355,4147282,-3501.6643,0.3518
469.64,2087.1001,503.2294,32.8842,4147412.5,-3501.6643,0.3518
469.79,2087.1001,503.2222,33.8669,4147472.25,-3501.6643,0.3518
469.94,2087.1001,503.2149,34.3622,4147532.25,-3501.6643,0.3518
470.09,2087.1001,503.2075,34.4819,4147593.75,-3501.6643,0.3518
470.24,2087.1001,503.2,34.6498,4147655,-3501.6643,0.3518
470.39,2087.1001,503.1926,34.9496,4147715.75,-3501.6643,0.3518
470.54,2087.1001,503.1852,33.6107,4147777,-3501.6643,0.3518
470.69,2087.1526,503.1778,33.1556,4147942.5,-3501.6643,0.3518
470.84,2087.2,503.1705,31.5583,4148096.75,-3501.6643,0.3518
470.99,2087.2,503.1633,29.1767,4148156.25,-3501.6643,0.3518
471.14,2087.2,503.1559,30.3264,4148217.5,-3501.6643,0.3518
471.29,2087.2,503.1484,32.5921,4148279,-3501.6643,0.3517
471.44,2087.2,503.141,34.2474,4148340.25,-3501.6643,0.3517
471.59,2087.2,503.1336,31.4421,4148401.25,-3501.6643,0.3517
471.74,2087.2415,503.1262,25.7193,4148544.75,-3501.6643,0.3517
471.89,2087.3,503.1188,24.8356,4148721.75,-3501.6643,0.3517
472.04,2087.3,503.1116,26.8879,4148781.25,-3501.6643,0.3517
472.19,2087.3,503.1042,31.5427,4148842.5,-3292.1294,0.3517
472.34,2087.3,503.0968,35.0737,4148903.5,-2604.9866,0.3517
472.49,2087.3,503.0894,34.9875,4148964.75,-2003.2551,0.3517
472.64,2087.3,503.0819,35.0357,4149026,-2003.2551,0.3517
472.79,2087.3,503.0745,32.7828,4149087.25,-2003.2551,0.3517
472.94,2087.3286,503.0671,32.2725,4149204.5,-2003.2551,0.3517
473.09,2087.3999,503.06,32.628,4149405.75,-2003.2551,0.3517
473.24,2087.3999,503.0525,33.7942,4149467.25,-2003.2551,0.3516
473.39,2087.3999,503.0451,33.0943,4149528,-2003.2551,0.3516
473.54,2087.3999,503.0377,34.2134,4149589.75,-2003.2551,0.3516
473.69,2087.3999,503.0302,33.5801,4149651.25,-2003.2551,0.3516
473.84,2087.3999,503.0228,34.3986,4149712.25,-2003.2551,0.3516
473.99,2087.4172,503.0155,32.5741,4149807.25,-2003.2551,0.3516
474.14,2087.5,503.0083,31.6112,4150030.75,-2003.2551,0.3516
474.29,2087.5,503.0009,30.6483,4150092,-2003.2551,0.3516
474.44,2087.5,502.9935,29.6855,4150153.25,-2003.2551,0.3516
474.59,2087.5,502.986,28.7224,4150215,-2003.2551,0.3516
474.74,2087.5,502.9786,27.9521,4150275.5,-2003.2551,0.3516
474.89,2087.5,502.9712,29.1049,4150336.75,-2003.2551,0.3516
475.04,2087.5,502.9638,31.2714,4150398.5,-2003.2551,0.3515
475.19,2087.5046,502.9567,33.4448,4150465.75,-2003.2551,0.3515
475.34,2087.6001,502.9493,35.6503,4150717,-2003.2551,0.3515
475.49,2087.6001,502.9419,34.2071,4150778.25,-2003.2551,0.3515
475.64,2087.6001,502.9344,36.3015,4150839.5,-2003.2551,0.3515
475.79,2087.6001,502.9269,34.4867,4150901.75,-2003.2551,0.3515
475.94,2087.6001,502.9194,31.5054,4150963.5,-2003.2551,0.3515
476.09,2087.6001,502.912,29.6925,4151024.25,-2003.2551,0.3515
476.24,2087.6001,502.9046,30.7815,4151085.75,-1720.3323,0.3515
476.39,2087.6001,502.8974,31.4088,4151144.75,-1028.4995,0.3515
476.54,2087.6917,502.89,30.8928,4151388.25,-980.2621,0.3515
476.69,2087.7,502.8826,31.6627,4151465.75,-980.2621,0.3515
476.84,2087.7,502.8752,30.9471,4151527,-980.2621,0.3514
476.99,2087.7,502.8678,30.0516,4151588,-980.2621,0.3514
477.14,2087.7,502.8604,30.1918,4151649.25,-980.2621,0.3514
477.29,2087.7,502.8529,29.9822,4151710.75,-980.2621,0.3514
477.44,2087.7,502.8458,30.182,4151769.75,-980.2621,0.3514
477.59,2087.7805,502.8384,29.5035,4151990.75,-980.2621,0.3514
477.74,2087.8,502.831,26.2141,4152091,-980.2621,0.3514
477.89,2087.8,502.8236,23.7417,4152152,-980.2621,0.3514
478.04,2087.8,502.8161,23.7205,4152213.5,-980.2621,0.3514
478.19,2087.8,502.8087,26.116,4152275.25,-980.2621,0.3514
478.34,2087.8,502.8015,28.0002,4152334.75,-980.2621,0.3514
478.49,2087.8,502.7942,27.9862,4152395,-980.2621,0.3514
478.64,2087.8,502.7868,30.1231,4152456.25,-980.2621,0.3513
478.79,2087.8677,502.7794,27.0366,4152652,-980.2621,0.3513
478.94,2087.8999,502.7719,26.8859,4152777.75,-980.2621,0.3513
479.09,2087.8999,502.7645,29.1802,4152838.75,-980.2621,0.3513
479.24,2087.8999,502.7571,31.0783,4152900.25,-980.2621,0.3513
479.39,2087.8999,502.7496,31.9386,4152961.75,-980.2621,0.3513
479.54,2087.8999,502.7424,32.2369,4153021.5,-980.2621,0.3513
479.69,2087.8999,502.7351,32.4477,4153081.75,-980.2621,0.3513
479.84,2087.9565,502.7277,30.0244,4153255.75,-980.2621,0.3513
479.99,2088,502.7202,28.78,4153403.5,-980.2621,0.3513
480.14,2088,502.7128,29.9735,4153464.5,-811.3139,0.3513
480.29,2088,502.7054,30.8533,4153526,35.8831,0.3513
480.44,2088,502.698,29.6256,4153587.25,688.2977,0.3512
480.59,2088,502.6907,27.0829,4153647.5,688.2977,0.3512
480.74,2088,502.6834,25.2784,4153707.5,688.2977,0.3512
480.89,2088,502.676,24.199,4153768.75,688.2977,0.3512
481.04,2088.0437,502.6686,24.1329,4153917,688.2977,0.3512
481.19,2088.0999,502.6612,24.8575,4154090,688.2977,0.3512
481.34,2088.0999,502.6538,25.5069,4154151.25,688.2977,0.3512
481.49,2088.0999,502.6464,27.2225,4154212.75,688.2977,0.3512
481.64,2088.0999,502.6391,30.3089,4154273,688.2977,0.3512
481.79,2088.0999,502.6318,31.124,4154332.5,688.2977,0.3512
481.94,2088.0999,502.6244,30.6429,4154394,688.2977,0.3512
482.09,2088.1326,502.617,29.757,4154520.75,688.2977,0.3512
482.24,2088.2002,502.6096,27.5742,4154716.5,688.2977,0.3512
482.39,2088.2002,502.6021,28.1945,4154778,688.2977,0.3511
482.54,2088.2002,502.5947,29.1582,4154839.5,688.2977,0.3511
482.69,2088.2002,502.5873,29.037,4154900,688.2977,0.3511
482.84,2088.2002,502.5801,29.8584,4154959.75,688.2977,0.3511
482.99,2088.2002,502.5727,29.4208,4155021.25,688.2977,0.3511
483.14,2088.2002,502.5653,29.0043,4155082.5,688.2977,0.3511
483.29,2088.22,502.5579,29.9094,4155183,688.2977,0.3511
483.44,2088.3,502.5505,29.6563,4155403.5,688.2977,0.3511
483.59,2088.3,502.5431,30.3425,4155465,688.2977,0.3511
483.74,2088.3,502.5356,26.3844,4155526.5,688.2977,0.3511
483.89,2088.3,502.5282,26.7383,4155587.5,688.2977,0.3511
484.04,2088.3,502.5211,25.794,4155646.5,712.2319,0.3511
484.19,2088.3,502.5136,26.7199,4155708.25,1136.6805,0.351
484.34,2088.3,502.5062,27.6286,4155769.5,3305.3228,0.351
484.49,2088.3069,502.4988,25.9186,4155844.5,3305.3228,0.351
484.64,2088.3999,502.4914,29.0211,4156090.5,3305.3228,0.351
484.79,2088.3999,502.4839,29.0131,4156152.5,3305.3228,0.351
484.94,2088.3999,502.4769,29.7352,4156210.75,3305.3228,0.351
485.09,2088.3999,502.4694,30.4575,4156272.5,3305.3228,0.351
485.24,2088.3999,502.4619,31.1874,4156334.5,3305.3228,0.351
485.39,2088.3999,502.4545,27.5457,4156396,3305.3228,0.351
485.54,2088.3999,502.4471,24.2871,4156457.75,3305.3228,0.351
485.69,2088.4958,502.4396,22.4298,4156710,3305.3228,0.351
485.84,2088.5,502.4322,22.0658,4156779.5,3305.3228,0.351
485.99,2088.5,502.4248,22.3286,4156841.25,3305.3228,0.3509
486.14,2088.5,502.4177,25.3618,4156900,3305.3228,0.3509
486.29,2088.5,502.4102,31.3741,4156961.25,3305.3228,0.3509
486.44,2088.5,502.4028,30.5939,4157023,3305.3228,0.3509
486.59,2088.5,502.3954,28.9511,4157084.25,3305.3228,0.3509
486.74,2088.5,502.388,26.6684,4157145.5,3305.3228,0.3509
486.89,2088.5828,502.3805,26.7968,4157372,3305.3228,0.3509
487.04,2088.5999,502.3731,28.3803,4157467.5,3305.3228,0.3509
487.19,2088.5999,502.366,30.4453,4157526.75,3305.3228,0.3509
487.34,2088.5999,502.3586,30.2148,4157587.75,3305.3228,0.3509
487.49,2088.5999,502.3512,29.4909,4157649.25,3305.3228,0.3509
487.64,2088.5999,502.3438,30.2356,4157710.5,3305.3228,0.3509
487.79,2088.5999,502.3363,28.7599,4157772,3305.3228,0.3509
487.94,2088.6716,502.3289,26.8079,4157976.25,3305.3228,0.3508
488.09,2088.7,502.3215,26.2937,4158094,3305.3228,0.3508
488.24,2088.7,502.3143,25.6701,4158153.5,4742.6924,0.3508
488.39,2088.7,502.3069,27.8199,4158214.25,5466.9678,0.3508
488.54,2088.7,502.2995,30.2122,4158275.75,5498.915,0.3508
488.69,2088.7,502.2921,31.8092,4158337.25,5498.915,0.3508
488.84,2088.7,502.2847,34.4321,4158398.5,5498.915,0.3508
488.99,2088.7,502.2773,36.9803,4158460,5498.915,0.3508
489.14,2088.759,502.2698,37.1028,4158639,5498.915,0.3508
489.29,2088.8,502.2626,35.9093,4158780.75,5498.915,0.3508
489.44,2088.8,502.2553,34.7157,4158841.25,5498.915,0.3508
489.59,2088.8,502.2479,33.3575,4158902.75,5498.915,0.3508
489.74,2088.8,502.2404,30.7498,4158964.25,5498.915,0.3507
489.89,2088.8,502.233,28.7141,4159025.75,5498.915,0.3507
490.04,2088.8,502.2256,27.5188,4159087.25,5498.915,0.3507
490.19,2088.8479,502.2182,26.597,4159244,5498.915,0.3507
490.34,2088.9001,502.2108,26.597,4159409.5,5498.915,0.3507
490.49,2088.9001,502.2035,26.597,4159469.75,5498.915,0.3507
490.64,2088.9001,502.1962,26.597,4159529.75,5498.915,0.3507
490.79,2088.9001,502.1888,26.2209,4159591.25,5498.915,0.3507
490.94,2088.9001,502.1814,25.5666,4159652.5,5498.915,0.3507
491.09,2088.9001,502.174,25.3435,4159714,5498.915,0.3507
491.24,2088.9001,502.1665,24.4302,4159775.75,5498.915,0.3507
491.39,2088.9351,502.1592,23.2758,4159906,5498.915,0.3507
491.54,2089,502.152,23.2608,4160095,5498.915,0.3507
491.69,2089,502.1446,22.5295,4160156.5,5498.915,0.3506
491.84,2089,502.1371,23.3814,4160218.25,5498.915,0.3506
491.99,2089,502.1298,23.8451,4160279.25,5498.915,0.3506
492.14,2089,502.1223,26.6994,4160341,5746.7949,0.3506
492.29,2089,502.1148,28.8784,4160402.75,6468.9141,0.3506
492.44,2089,502.1074,30.5185,4160464.25,6615.7461,0.3506
492.59,2089.0222,502.1001,31.403,4160569,6615.7461,0.3506
492.74,2089.0999,502.093,31.4446,4160783,6615.7461,0.3506
492.89,2089.0999,502.0855,31.8674,4160844.5,6615.7461,0.3506
493.04,2089.0999,502.0781,31.8859,4160906.25,6615.7461,0.3506
493.19,2089.0999,502.0706,29.8684,4160968,6615.7461,0.3506
493.34,2089.0999,502.0632,31.1031,4161029.25,6615.7461,0.3506
493.49,2089.0999,502.0558,30.9281,4161090.75,6615.7461,0.3505
493.64,2089.1108,502.0484,31.5812,4161174.25,6615.7461,0.3505
493.79,2089.2,502.0413,32.0558,4161410.5,6615.7461,0.3505
493.94,2089.2,502.0338,32.2645,4161472.25,6615.7461,0.3505
494.09,2089.2,502.0265,34.8066,4161533.5,6615.7461,0.3505
494.24,2089.2,502.019,35.7226,4161595.25,6615.7461,0.3505
494.39,2089.2,502.0116,36.3373,4161657,6615.7461,0.3505
494.54,2089.2,502.0042,37.5187,4161718.25,6615.7461,0.3505
494.69,2089.2,501.9968,37.8178,4161780,6615.7461,0.3505
494.84,2089.2,501.9895,36.9102,4161839.75,6615.7461,0.3505
494.99,2089.2979,501.9821,36.015,4162096.25,6615.7461,0.3505
495.14,2089.2998,501.9747,33.1361,4162161.75,6615.7461,0.3505
495.29,2089.2998,501.9672,29.5142,4162223.5,6615.7461,0.3504
495.44,2089.2998,501.9598,28.194,4162284.75,6615.7461,0.3504
495.59,2089.2998,501.9524,29.5047,4162346.25,6615.7461,0.3504
495.74,2089.2998,501.9449,32.0902,4162408.5,6615.7461,0.3504
495.89,2089.2998,501.9379,35.8499,4162467,6615.7461,0.3504
496.04,2089.387,501.9305,36.5652,4162702.25,6615.7461,0.3504
496.19,2089.4001,501.923,33.7581,4162790,7235.7905,0.3504
496.34,2089.4001,501.9156,31.4907,4162851.5,7626.832,0.3504
496.49,2089.4001,501.9082,30.8968,4162913,7682.0542,0.3504
496.64,2089.4001,501.9007,31.087,4162975,7682.0542,0.3504
496.79,2089.4001,501.8933,31.3854,4163036.75,7682.0542,0.3504
496.94,2089.4001,501.8859,32.3874,4163098.25,7682.0542,0.3504
497.09,2089.4001,501.8787,32.5747,4163157.5,7682.0542,0.3503
497.24,2089.4741,501.8714,32.4379,4163365.75,7682.0542,0.3503
497.39,2089.5,501.8639,31.9302,4163479,7682.0542,0.3503
497.54,2089.5,501.8565,34.1192,4163540.75,7682.0542,0.3503
497.69,2089.5,501.8491,36.5605,4163602.25,7682.0542,0.3503
497.84,2089.5,501.8417,36.3894,4163663.75,7682.0542,0.3503
497.99,2089.5,501.8345,33.7917,4163723.5,7682.0542,0.3503
498.14,2089.5,501.8271,33.2495,4163784.25,7682.0542,0.3503
498.29,2089.563,501.8197,35.0993,4163971.25,7682.0542,0.3503
498.44,2089.6001,501.8123,34.3237,4164106.75,7682.0542,0.3503
498.59,2089.6001,501.8049,32.7251,4164168.5,7682.0542,0.3503
498.74,2089.6001,501.7975,32.888,4164230.25,7682.0542,0.3503
498.89,2089.6001,501.79,33.7832,4164292,7682.0542,0.3502
499.04,2089.6001,501.7828,36.511,4164352,7682.0542,0.3502
499.19,2089.6001,501.7755,38.1007,4164412.5,7682.0542,0.3502
499.34,2089.6001,501.7681,35.6202,4164474,7682.0542,0.3502
499.49,2089.6501,501.7607,34.3326,4164635.5,7682.0542,0.3502
499.64,2089.7,501.7532,33.9106,4164796.5,7682.0542,0.3502
499.79,2089.7,501.7458,32.8047,4164858.25,7682.0542,0.3502
499.94,2089.7,501.7384,33.1796,4164919.75,7682.0542,0.3502
500.09,2089.7,501.731,33.2772,4164981.25,8035.7959,0.3502
500.24,2089.7,501.7237,32.643,4165041.5,8794.0635,0.3502
500.39,2089.7,501.7164,32.3017,4165101.5,9210.625,0.3502
500.54,2089.7,501.709,31.2451,4165163.5,9210.625,0.3502
500.69,2089.7373,501.7016,30.6088,4165299.25,9210.625,0.3502
500.84,2089.7998,501.6942,31.8595,4165485.5,9210.625,0.3501
500.99,2089.7998,501.6867,27.6374,4165547.25,9210.625,0.3501
501.14,2089.7998,501.6793,22.5344,4165609,9210.625,0.3501
501.29,2089.7998,501.672,18.8997,4165669.75,9210.625,0.3501
501.44,2089.7998,501.6648,19.4076,4165729.25,9210.625,0.3501
501.59,2089.7998,501.6574,20.1268,4165791,9210.625,0.3501
501.74,2089.8259,501.6499,21.9171,4165905.25,9210.625,0.3501
501.89,2089.8999,501.6425,24.0051,4166114,9210.625,0.3501
502.04,2089.8999,501.6351,27.3368,4166175.5,9210.625,0.3501
502.19,2089.8999,501.6277,30.5836,4166237,9210.625,0.3501
502.34,2089.8999,501.6203,29.6296,4166298.75,9210.625,0.3501
502.49,2089.8999,501.6131,29.2443,4166358,9210.625,0.3501
502.64,2089.8999,501.6057,27.8078,4166419.75,9210.625,0.35
502.79,2089.8999,501.5983,29.4623,4166481.5,9210.625,0.35
502.94,2089.9133,501.5908,30.6019,4166570,9210.625,0.35
503.09,2090,501.5834,33.0465,4166804.5,9210.625,0.35
503.24,2090,501.576,33.3874,4166866,9210.625,0.35
503.39,2090,501.5686,31.3897,4166927.5,9210.625,0.35
503.54,2090,501.5615,27.4647,4166986.5,9210.625,0.35
503.69,2090,501.554,26.9327,4167048.25,9210.625,0.35
503.84,2090,501.5467,27.3933,4167109.75,9210.625,0.35
503.99,2090.0022,501.5392,24.4479,4167175.75,9217.2666,0.35
504.14,2090.1001,501.5318,23.2535,4167433.25,9524.3721,0.35
504.29,2090.1001,501.5242,21.8905,4167495.75,10059.75,0.35
504.44,2090.1001,501.5168,19.9459,4167557.25,10059.75,0.35
504.59,2090.1001,501.5094,22.287,4167619,10059.75,0.3499
504.74,2090.1001,501.5023,23.8031,4167678,10059.75,0.3499
504.89,2090.1001,501.4948,24.153,4167740,10059.75,0.3499
505.04,2090.1001,501.4874,24.5846,4167801.5,10059.75,0.3499
505.19,2090.1001,501.48,24.1177,4167863.25,10059.75,0.3499
505.34,2090.1892,501.4726,23.8889,4168102.75,10059.75,0.3499
505.49,2090.2,501.4651,23.8676,4168186,10059.75,0.3499
505.64,2090.2,501.458,24.1288,4168245.25,10059.75,0.3499
505.79,2090.2,501.4506,23.4017,4168306.5,10059.75,0.3499
505.94,2090.2,501.4432,23.5125,4168368.25,10059.75,0.3499
506.09,2090.2,501.4358,25.5383,4168429.75,10059.75,0.3499
506.24,2090.2,501.4283,28.4092,4168491.75,10059.75,0.3499
506.39,2090.2781,501.4209,28.7861,4168709.75,10059.75,0.3498
506.54,2090.3,501.4135,28.952,4168815,10059.75,0.3498
506.69,2090.3,501.4061,28.7958,4168876.5,10059.75,0.3498
506.84,2090.3,501.3989,29.832,4168936,10059.75,0.3498
506.99,2090.3,501.3916,29.3657,4168997,10059.75,0.3498
507.14,2090.3,501.3841,27.7466,4169059,10059.75,0.3498
507.29,2090.3,501.3767,27.8271,4169121,10059.75,0.3498
507.44,2090.3,501.3693,26.8952,4169182.5,10059.75,0.3498
507.59,2090.3652,501.3619,24.3118,4169374.5,10059.75,0.3498
507.74,2090.3999,501.3545,24.0343,4169505.25,10059.75,0.3498
507.89,2090.3999,501.3472,24.6626,4169565.25,10059.75,0.3498
508.04,2090.3999,501.3399,25.6955,4169626,9955.4326,0.3498
508.19,2090.3999,501.3325,25.9362,4169687.75,9463.6387,0.3497
508.34,2090.3999,501.3251,24.1218,4169749.25,9168.3018,0.3497
508.49,2090.3999,501.3177,22.6196,4169811,9168.3018,0.3497
508.64,2090.3999,501.3102,22.3512,4169872.75,9168.3018,0.3497
508.79,2090.4524,501.3029,22.3512,4170038.25,9168.3018,0.3497
508.94,2090.5,501.2957,22.8148,4170193.75,9168.3018,0.3497
509.09,2090.5,501.2883,23.1113,4170255.25,9168.3018,0.3497
509.24,2090.5,501.2809,22.813,4170317,9168.3018,0.3497
509.39,2090.5,501.2734,21.535,4170379,9168.3018,0.3497
509.54,2090.5,501.266,21.579,4170440.5,9168.3018,0.3497
509.69,2090.5,501.2586,23.5215,4170502,9168.3018,0.3497
509.84,2090.5415,501.2512,23.7422,4170646.25,9168.3018,0.3497
509.99,2090.6001,501.2439,23.6719,4170824.25,9168.3018,0.3497
510.14,2090.6001,501.2366,24.1945,4170884.75,9168.3018,0.3496
510.29,2090.6001,501.2292,26.218,4170946.5,9168.3018,0.3496
510.44,2090.6001,501.2218,27.342,4171008.25,9168.3018,0.3496
510.59,2090.6001,501.2144,24.474,4171070,9168.3018,0.3496
510.74,2090.6001,501.2069,23.6751,4171132,9168.3018,0.3496
510.89,2090.6001,501.1995,23.9011,4171193.75,9168.3018,0.3496
511.04,2090.6287,501.192,26.163,4171312.25,9168.3018,0.3496
511.19,2090.7,501.1847,28.9307,4171515.75,9168.3018,0.3496
511.34,2090.7,501.1776,31.4535,4171575.5,9168.3018,0.3496
511.49,2090.7,501.1701,32.503,4171637.25,9168.3018,0.3496
511.64,2090.7,501.1627,32.2943,4171699.5,9168.3018,0.3496
511.79,2090.7,501.1552,29.3097,4171761,9168.3018,0.3496
511.94,2090.7,501.1479,27.1302,4171822.5,9164.4561,0.3495
512.09,2090.7173,501.1404,28.4572,4171918.75,8799.1816,0.3495
512.24,2090.8,501.1333,30.0713,4172143.5,7135.7588,0.3495
512.39,2090.8,501.1259,29.9585,4172205.25,7135.7588,0.3495
512.54,2090.8,501.1185,30.1672,4172267.25,7135.7588,0.3495
512.69,2090.8,501.1111,30.3402,4172328.75,7135.7588,0.3495
512.84,2090.8,501.1036,28.9752,4172390.5,7135.7588,0.3495
512.99,2090.8,501.0962,31.5196,4172452.5,7135.7588,0.3495
513.14,2090.8,501.0888,32.3347,4172514.5,7135.7588,0.3495
513.29,2090.8047,501.0817,31.9401,4172582.5,7135.7588,0.3495
513.44,2090.8999,501.0742,31.4581,4172834.75,7135.7588,0.3495
513.59,2090.8999,501.0668,31.667,4172896.25,7135.7588,0.3495
513.74,2090.8999,501.0594,25.3839,4172958.5,7135.7588,0.3494
513.89,2090.8999,501.0518,27.8031,4173021.5,7135.7588,0.3494
514.04,2090.8999,501.0445,25.1317,4173082.75,7135.7588,0.3494
514.19,2090.8999,501.037,23.3239,4173144.5,7135.7588,0.3494
514.34,2090.8999,501.0296,25.2768,4173206.75,7135.7588,0.3494
514.49,2090.9934,501.0225,27.9322,4173452.25,7135.7588,0.3494
514.64,2091,501.015,31.4519,4173527,7135.7588,0.3494
514.79,2091,501.0076,32.2993,4173589,7135.7588,0.3494
514.94,2091,501.0002,31.8219,4173650.75,7135.7588,0.3494
515.09,2091,500.9928,29.6661,4173712.5,7135.7588,0.3494
515.24,2091,500.9854,27.0008,4173774.25,7135.7588,0.3494
515.39,2091,500.9782,26.8509,4173834.25,7135.7588,0.3494
515.54,2091,500.9708,28.1458,4173895.5,7135.7588,0.3493
515.69,2091.0806,500.9634,29.6379,4174118.5,7135.7588,0.3493
