DEPTH,RHOB,DT,GR,AI,AI_rel,PHIE
679.64,2050.1155,524.2147,89.0875,3910841.25,-39880.4688,0.3749
679.79,2053.9683,522.0273,87.2592,3934641,-39880.4688,0.3725
679.94,2058.386,519.5009,86.1104,3962267,-39880.4688,0.3698
680.09,2060.2,518.4642,85.2603,3973659.25,-39880.4688,0.3686
680.2401,2058.4128,519.4948,83.3779,3962356,-39880.4688,0.3698
680.39,2050.9399,523.7551,81.6356,3916058.75,-39880.4688,0.3744
680.54,2044.165,527.6053,82.3105,3874429.5,-39880.4688,0.3786
680.69,2041.902,528.8914,85.1867,3860729.25,-39880.4688,0.3801
680.84,2039.0852,530.479,87.7459,3843875.75,-39880.4688,0.3818
680.9901,2040.8085,529.4971,88.4387,3854343,-39880.4688,0.3807
681.14,2041.822,528.9246,88.6909,3860430,-39880.4688,0.3801
681.29,2034.3479,533.1561,87.9388,3815743.5,-39880.4688,0.3848
681.44,2035.0319,532.7662,86.3286,3819962.5,-39880.4688,0.3843
681.59,2042.429,528.5693,85.5066,3864071.25,-39880.4688,0.3797
681.7401,2044.5555,527.3781,85.8394,3876865.75,-39880.4688,0.3784
681.89,2051.2009,523.5969,87.0526,3917682.75,-39880.4688,0.3742
682.04,2060.2019,518.4631,89.4501,3973744,-39568.7695,0.3686
682.19,2066.2605,515.0201,92.164,4012031.75,-35833.6641,0.3648
682.34,2069.4001,513.2358,93.6078,4032065,-29141.8633,0.3628
682.4901,2069.4001,513.2358,94.2152,4032065,-29141.8633,0.3628
682.64,2069.1038,513.4119,90.4751,4030106.5,-29141.8633,0.363
682.79,2067.9958,514.0551,89.9529,4022909.5,-29141.8633,0.3638
682.94,2060.29,518.4198,92.3301,3975186.75,-29141.8633,0.3686
683.09,2037.8909,531.1709,92.5315,3836607,-29141.8633,0.3826
683.2401,2036.0999,532.189,93.4268,3825896.25,-29141.8633,0.3837
683.39,2035.8723,532.3129,95.0987,3824579.25,-29141.8633,0.3838
683.54,2034.7089,532.956,98.9165,3817781.25,-29141.8633,0.3845
683.69,2033.7999,533.4961,97.2157,3812211.5,-29141.8633,0.3851
683.84,2033.7999,533.4961,94.2785,3812211.5,-29141.8633,0.3851
683.9901,2033.7999,533.4961,94.7164,3812211.5,-29141.8633,0.3851
684.14,2033.7999,533.4961,92.7783,3812211.5,-29141.8633,0.3851
684.29,2033.7719,533.5095,96.7647,3812063,-29141.8633,0.3851
684.44,2033.4768,533.6531,99.9227,3810484.25,-29141.8633,0.3853
684.59,2033.1816,533.8271,97.9364,3808689.75,-29141.8633,0.3855
684.7401,2032.8865,533.9999,92.9497,3806904,-29141.8633,0.3857
684.89,2032.6205,534.1392,86.719,3805413.5,-29141.8633,0.3859
685.04,2033.3066,533.7913,81.6219,3809179,-29141.8633,0.3855
685.19,2033.7999,533.4777,77.7733,3812342.75,-29141.8633,0.3851
685.34,2034.3983,533.1606,80.9485,3815732.5,-29141.8633,0.3848
685.4901,2034.8907,532.8483,82.2973,3818893.5,-29141.8633,0.3844
685.64,2036.0588,532.2113,81.4436,3825658.75,-29141.8633,0.3837
685.79,2036.0999,532.189,80.5486,3825896.25,-29141.8633,0.3837
685.94,2034.9795,532.7991,80.9274,3819413,-27476.5176,0.3844
686.09,2034.8999,532.8425,82.6269,3818952.25,-24924.334,0.3844
686.2401,2034.8999,532.8425,82.7772,3818952.25,-24705.2344,0.3844
686.39,2036.9369,531.6846,80.7628,3831103.25,-24705.2344,0.3832
686.54,2037.2,531.5351,78.5252,3832672.5,-24705.2344,0.383
686.69,2038.2241,530.9773,78.2282,3838628.75,-24705.2344,0.3824
686.84,2036.4741,531.9762,80.8943,3828134.75,-24705.2344,0.3835
686.9901,2034.2107,533.2626,82.9071,3814655.5,-24705.2344,0.3848
687.14,2031.9475,534.5488,82.4993,3801243.75,-24705.2344,0.3863
687.29,2029.6838,535.8353,82.3223,3787893,-24705.2344,0.3877
687.44,2031.8306,534.5933,82.6743,3800716.75,-24705.2344,0.3864
687.59,2036.0846,532.1691,83.1218,3826035.75,-24705.2344,0.3837
687.7401,2041.5016,529.1115,82.5573,3858398.75,-24705.2344,0.3803
687.89,2043,528.2673,82.6524,3867360,-24705.2344,0.3794
688.04,2042.1486,528.7311,86.3276,3862359.25,-24705.2344,0.3799
688.19,2036.2517,532.0939,89.043,3826953,-24705.2344,0.3836
688.34,2034.545,533.0533,92.6821,3816777.5,-24705.2344,0.3846
688.4901,2035.6937,532.4102,95.3534,3823545.75,-24705.2344,0.3839
688.64,2033.1307,533.8764,94.2075,3808273,-24705.2344,0.3856
688.79,2030.7448,535.2145,87.2276,3794265.5,-24705.2344,0.387
688.94,2031.036,535.0558,82.0129,3795935,-24705.2344,0.3869
689.09,2032.157,534.4128,82.8594,3802599.75,-24705.2344,0.3862
689.2401,2034.6361,533.009,90.4935,3817282.75,-24705.2344,0.3846
689.39,2036.7222,531.819,94.0301,3829729.75,-24705.2344,0.3833
689.54,2038.4641,530.8167,89.4895,3840249.75,-24705.2344,0.3822
689.69,2040.1403,529.8793,84.7173,3850200.25,-17584.4434,0.3811
689.84,2041.0621,529.3553,83.9383,3855751.75,-8759.6436,0.3806
689.9901,2043.1055,528.1941,85.0346,3868114.75,-6335.2266,0.3793
690.14,2046.1595,526.4713,85.9298,3886567.5,-6335.2266,0.3774
690.29,2047.6,525.6533,86.8624,3895343.25,-6335.2266,0.3765
690.44,2050.7285,523.8754,86.5225,3914614,-6335.2266,0.3746
690.59,2053.4941,522.3036,84.114,3931619,-6335.2266,0.3728
690.7401,2051.2307,523.59,81.9388,3917636.75,-6335.2266,0.3742
690.89,2048.4812,525.1409,82.1501,3900841.5,-6335.2266,0.376
691.04,2046.8672,526.0523,84.2948,3890997.5,-6335.2266,0.3769
691.19,2048.011,525.4091,87.4912,3897938.25,-6335.2266,0.3762
691.34,2049.1294,524.7659,91.0317,3904846.75,-6335.2266,0.3755
691.4901,2049.49,524.5694,92.9405,3906997,-6335.2266,0.3753
691.64,2046.0953,526.4892,93.388,3886394,-6335.2266,0.3774
691.79,2040.3285,529.7768,93.554,3851300,-6335.2266,0.381
691.94,2039.1771,530.4198,92.439,3844461,-6335.2266,0.3817
692.09,2038.7051,530.7002,89.8794,3841540,-6335.2266,0.3821
692.2401,2041.6189,529.0313,87.641,3859246.5,-6335.2266,0.3802
692.39,2045.9066,526.6156,85.8499,3885067,-6335.2266,0.3776
692.54,2042.2832,528.6747,85.7154,3863079,-6335.2266,0.3798
692.69,2047.6,525.6533,86.6104,3895343.25,-6335.2266,0.3765
692.84,2047.6,525.6533,87.775,3895343.25,-6335.2266,0.3765
692.9901,2048.2168,525.2975,89.3531,3899167.5,-6335.2266,0.3761
693.14,2051.5798,523.3679,87.7085,3919968.75,-6335.2266,0.374
693.29,2054.8442,521.5363,84.3706,3939988.25,-6335.2266,0.372
693.44,2057.5608,519.9886,80.3812,3956960.25,-3584.853,0.3703
693.59,2061.9592,517.4645,79.6999,3984750.5,15196.7217,0.3675
693.7401,2057.666,519.9042,80.8266,3957782.25,22171.3047,0.3702
693.89,2055.5999,521.0784,83.9592,3944895.25,22171.3047,0.3715
694.04,2055.5234,521.1239,87.0928,3944404.75,22171.3047,0.3715
694.19,2054.7454,521.5925,90.2254,3939375.75,22171.3047,0.372
694.34,2058.9688,519.1911,93.1718,3965727.5,22171.3047,0.3694
694.4901,2055.5762,521.0925,91.3418,3944743.25,22171.3047,0.3715
694.64,2054.4937,521.7354,87.7643,3937807.75,22171.3047,0.3722
694.79,2053.2998,522.3855,84.5968,3930622,22171.3047,0.3729
694.94,2052.2119,523.0322,86.3971,3923682,22171.3047,0.3736
695.09,2053.6604,522.1846,87.745,3932825,22171.3047,0.3727
695.2401,2055.5195,521.1243,88.6524,3944395.25,22171.3047,0.3716
695.39,2051.2678,523.5405,90.4046,3918076.75,22171.3047,0.3741
695.54,2045.7244,526.717,89.2474,3883930.75,22171.3047,0.3776
695.69,2039.0233,530.5272,91.6286,3843416,22171.3047,0.3819
695.84,2038.3999,530.8815,94.3137,3839651.25,22171.3047,0.3823
695.9901,2039.3652,530.308,93.8062,3845625,22171.3047,0.3816
696.14,2044.4974,527.4125,93.3028,3876493.5,22171.3047,0.3784
696.29,2045.3,526.9603,91.317,3881317.25,22171.3047,0.3779
696.44,2044.3047,527.5024,89.0788,3875443,22171.3047,0.3786
696.59,2045.0759,527.0823,89.4308,3879994.75,22171.3047,0.378
696.7401,2046.1771,526.4391,83.4342,3886826.75,22171.3047,0.3773
696.89,2049.9946,524.264,81.1564,3910257.75,22171.3047,0.3749
697.04,2052.761,522.6918,82.6991,3927293.75,22171.3047,0.3732
697.19,2056.7485,520.4257,84.9373,3952077.75,22171.3047,0.3707
697.34,2057.8999,519.7713,89.1771,3959241.25,27319.6816,0.37
697.4901,2058.761,519.3022,91.1634,3964477.5,31762.8438,0.3695
697.64,2060.7136,518.2006,92.6971,3976679.25,32775.0625,0.3683
697.79,2062.1541,517.3627,91.6807,3985898.25,32775.0625,0.3674
697.94,2055.604,521.0952,90.0517,3944937.75,32775.0625,0.3715
698.09,2050.6975,523.893,87.5201,3914351.75,32775.0625,0.3746
698.2401,2046.9675,526.0126,84.3864,3891512,32775.0625,0.3769
698.39,2044.5543,527.3665,81.2531,3876915.75,32775.0625,0.3784
698.54,2044.1001,527.6138,80.3232,3874235.25,32775.0625,0.3787
698.69,2048.1665,525.3029,83.4517,3899096,32775.0625,0.3761
698.84,2051.688,523.318,87.3319,3920540,32775.0625,0.3739
698.9901,2052.2002,523.0391,91.9894,3923607.75,32775.0625,0.3736
699.14,2052.2002,523.0391,92.3867,3923607.75,32775.0625,0.3736
699.29,2051.5693,523.3826,88.5976,3919829.5,32775.0625,0.374
699.44,2051.6116,523.3596,85.7123,3920082.5,32775.0625,0.3739
699.59,2052.2002,523.0391,85.0458,3923607.75,32775.0625,0.3736
699.7401,2051.1016,523.6633,86.593,3916841.5,32775.0625,0.3743
699.89,2049.3464,524.6477,87.5711,3906140.25,32775.0625,0.3754
700.04,2048.3882,525.181,86.667,3900347.75,32775.0625,0.376
700.19,2047.8282,525.5126,86.0912,3896820.25,32775.0625,0.3763
700.34,2047.6,525.6533,87.1685,3895343.25,32775.0625,0.3765
700.4901,2049.8655,524.3544,89.3209,3909365.75,32775.0625,0.3751
700.64,2052.8804,522.6348,90.7919,3927947,32775.0625,0.3732
700.79,2050.9216,523.7553,89.3472,3915819.25,32775.0625,0.3744
700.94,2049.1196,524.7711,86.69,3904789.5,32775.0625,0.3756
701.09,2050.6675,523.91,86.4171,3914167.25,29401.0078,0.3746
701.2401,2054.3926,521.7931,87.8024,3937248.25,20448.4941,0.3722
701.39,2060.4873,518.3293,86.7341,3975278,15697.4287,0.3684
701.54,2064.0142,516.317,84.5975,3997574,15697.4287,0.3662
701.69,2065.1233,515.674,79.8027,4004709.5,15697.4287,0.3655
701.84,2065.6958,515.3622,79.7145,4008243,15697.4287,0.3652
701.9901,2064.5386,516.0053,82.4933,4001004.5,15697.4287,0.3659
702.14,2062.925,516.9377,86.2637,3990679,15697.4287,0.3669
702.29,2059.5015,518.867,87.2327,3969241.25,15697.4287,0.3691
702.44,2056.1375,520.7959,86.9574,3948080,15697.4287,0.3712
702.59,2054.4956,521.7059,87.1685,3938080.75,15697.4287,0.3722
702.7401,2060.2,518.4642,86.0574,3973659.25,15697.4287,0.3686
702.89,2060.2,518.4642,84.0775,3973659.25,15697.4287,0.3686
703.04,2059.9109,518.6285,84.316,3971846.75,15697.4287,0.3688
703.19,2057.7795,519.8428,89.1889,3958465.5,15697.4287,0.3701
703.34,2056.6875,520.486,93.2825,3951476,15697.4287,0.3709
703.4901,2055.5999,521.0784,93.4474,3944895.25,15697.4287,0.3715
703.64,2055.6736,521.0383,90.2589,3945341.5,15697.4287,0.3715
703.79,2056.8499,520.3951,86.2506,3952478.25,15697.4287,0.3708
703.94,2058.1372,519.6373,82.7239,3960732.25,15697.4287,0.3699
704.09,2065.8296,515.293,80.9698,4009052.75,15697.4287,0.3651
704.2401,2053.2998,522.3855,81.8674,3930622,15697.4287,0.3729
704.39,2053.2998,522.3855,82.775,3930622,15697.4287,0.3729
704.54,2056.7344,520.4615,81.8844,3951752.25,15697.4287,0.3708
704.69,2057.8618,519.7939,79.6716,3958996,15697.4287,0.37
704.84,2061.2234,517.9096,76.1373,3979894,15697.4287,0.368
704.9901,2059.8127,518.6917,74.2548,3971171,5803.4565,0.3688
705.14,2064.3809,516.0888,74.1341,4000063.5,-17642.3105,0.366
705.29,2064.8,515.85,74.9543,4002714,-19679.6055,0.3657
705.44,2063.8257,516.4288,77.4611,3996341.75,-19679.6055,0.3663
705.59,2058.6575,519.3445,81.7282,3963979,-19679.6055,0.3695
705.7401,2055.9368,520.887,81.5457,3946996.25,-19679.6055,0.3713
705.89,2055.5999,521.0784,78.3643,3944895.25,-19679.6055,0.3715
706.04,2058.4749,519.4679,78.8943,3962672.25,-19679.6055,0.3697
706.19,2059.0999,519.1177,80.2372,3966537.5,-19679.6055,0.3693
706.34,2058.1528,519.6335,82.6569,3960778.75,-19679.6055,0.3699
706.4901,2058.8279,519.2659,82.5285,3964884,-19679.6055,0.3695
706.64,2059.0999,519.1177,80.9441,3966537.5,-19679.6055,0.3693
706.79,2054.7981,521.5413,79.1532,3939900.5,-19679.6055,0.372
706.94,2054.969,521.437,77.6928,3940979.75,-19679.6055,0.3719
707.09,2055.5999,521.0784,77.6412,3944895.25,-19679.6055,0.3715
707.2401,2056.4321,520.6251,79.9821,3949931.25,-19679.6055,0.371
707.39,2057.5454,519.982,84.6568,3956957,-19679.6055,0.3703
707.54,2057.8999,519.7713,87.6201,3959241.25,-19679.6055,0.37
707.69,2058.6746,519.3494,89.4106,3963951,-19679.6055,0.3695
707.84,2064.8901,515.8271,92.0598,4003204,-19679.6055,0.3657
707.9901,2067.564,514.2903,91.8445,4020229,-19679.6055,0.364
708.14,2062.3201,517.2763,88.5193,3986991.5,-19679.6055,0.3673
708.29,2057.7627,519.8777,85.0201,3958176.25,-19679.6055,0.3702
708.44,2052.2209,523.0111,81.8868,3923964.75,-19679.6055,0.3736
708.59,2048.7002,524.9996,80.003,3902289,-19679.6055,0.3758
708.7401,2049.3406,524.6508,78.8645,3906106.75,-21220.0488,0.3754
708.89,2052.8508,522.6544,79.6412,3927796,-42586.3555,0.3732
709.04,2055.5999,521.0784,81.6422,3944895.25,-61237.7734,0.3715
709.19,2057.8335,519.8091,83.2058,3958861.75,-61237.7734,0.3701
709.34,2058.6035,519.3847,84.1419,3963563.5,-61237.7734,0.3696
709.4901,2054.1689,521.9072,85.7927,3935944.75,-61237.7734,0.3724
709.64,2051,523.6926,90.3685,3916419.5,-61237.7734,0.3743
709.79,2053.9082,522.0399,93.3113,3934468,-61237.7734,0.3725
709.94,2057.8999,519.7713,91.0955,3959241.25,-61237.7734,0.37
710.09,2057.4717,520.0258,85.9892,3956482.5,-61237.7734,0.3703
710.2401,2056.7998,520.4249,81.8674,3952155.25,-61237.7734,0.3708
710.39,2056.7998,520.4249,81.8674,3952155.25,-61237.7734,0.3708
710.54,2056.7998,520.4249,81.8674,3952155.25,-61237.7734,0.3708
710.69,2059.4048,518.9353,82.1636,3968617.25,-61237.7734,0.3691
710.84,2064.8,515.85,83.1997,4002714,-61237.7734,0.3657
710.9901,2064.4768,516.042,84.1419,4000600.5,-61237.7734,0.3659
711.14,2063.7,516.5036,84.3944,3995519,-61237.7734,0.3664
711.29,2063.0984,516.8455,85.0517,3991718.5,-61237.7734,0.3668
711.44,2060.271,518.4523,85.275,3973914.25,-61237.7734,0.3686
711.59,2057.0522,520.2749,85.9615,3953781.25,-61237.7734,0.3706
711.7401,2059.1387,519.0734,84.1154,3966989.75,-61237.7734,0.3692
711.89,2063.7,516.5036,77.1388,3995519,-61237.7734,0.3664
712.04,2063.7,516.5036,77.0689,3995519,-61237.7734,0.3664
712.19,2063.8818,516.3956,80.1981,3996708,-61237.7734,0.3663
712.34,2064.8,515.85,80.8897,4002714,-61237.7734,0.3657
712.4901,2065.2686,515.5876,80.6245,4005669.75,-61237.7734,0.3654
712.64,2068.0295,514.0432,81.8406,4023070,-63305.3906,0.3638
712.79,2066.3457,514.9971,85.283,4012352,-79495.5391,0.3648
712.94,2069.5027,513.18,87.1318,4032704.5,-85496.4219,0.3627
713.09,2070.3567,512.7188,84.577,4038002,-85496.4219,0.3623
713.2401,2067.041,514.5781,78.1305,4016963.5,-85496.4219,0.3643
713.39,2065.7827,515.3189,76.4767,4008754.75,-85496.4219,0.3651
713.54,2060.2495,518.436,78.2969,3973971.75,-85496.4219,0.3686
713.69,2062.4578,517.1814,81.4173,3987883.25,-85496.4219,0.3672
713.84,2054.5,521.7319,82.3223,3937846,-85496.4219,0.3722
713.9901,2060.1396,518.4987,81.8722,3973280.5,-85496.4219,0.3686
714.14,2066.9175,514.6467,81.8674,4016195.75,-85496.4219,0.3644
714.29,2061.6433,517.6711,81.4319,3982544.5,-85496.4219,0.3677
714.44,2061.3999,517.8107,80.9843,3980991.25,-85496.4219,0.3679
714.59,2062.4182,517.2058,80.5366,3987616.5,-85496.4219,0.3673
714.7401,2070.8691,512.4011,80.0889,4041550.25,-85496.4219,0.3619
714.89,2070.9849,512.3367,78.8281,4042234.25,-85496.4219,0.3618
715.04,2070.1101,512.8475,77.0863,4036502.75,-85496.4219,0.3624
715.19,2068.5354,513.7542,76.8635,4026316,-85496.4219,0.3634
715.34,2065.3411,515.5469,79.9401,4006127.75,-85496.4219,0.3654
715.4901,2061.9795,517.4765,84.6536,3984694.25,-85496.4219,0.3675
715.64,2062.2949,517.279,88.0973,3986815.25,-85496.4219,0.3673
715.79,2064.334,516.1149,87.9654,3999763.25,-85496.4219,0.366
715.94,2066.5974,514.8286,86.0037,4014152.5,-85496.4219,0.3646
716.09,2068.0183,514.0428,82.3736,4023048.75,-85496.4219,0.3638
716.2401,2068.3,513.8894,80.3898,4024796.25,-85496.4219,0.3636
716.39,2062.3594,517.2446,79.3805,3987291.5,-85496.4219,0.3673
716.54,2065.1519,515.6501,80.7703,4005015.5,-82952.9062,0.3655
716.69,2067.1001,514.543,81.4125,4017351.75,-75478.0078,0.3643
716.84,2067.9226,514.0949,82.348,4022455,-72725.3438,0.3638
716.9901,2069.0366,513.4517,85.2142,4029663.75,-72725.3438,0.3631
717.14,2070.1846,512.8087,86.4164,4036955,-72725.3438,0.3623
717.29,2069.8352,512.999,84.0964,4034776.75,-72725.3438,0.3625
717.44,2069.4001,513.2358,80.2328,4032065,-72725.3438,0.3628
717.59,2070.7925,512.4446,80.06,4041016.5,-72725.3438,0.362
717.7401,2073.115,511.1583,82.2984,4055729.5,-72725.3438,0.3606
717.89,2074.731,510.2467,84.2756,4066135,-72725.3438,0.3595
718.04,2075.2002,509.9678,85.3052,4069276.75,-72725.3438,0.3592
718.19,2073.9551,510.6755,85.2604,4061208.75,-72725.3438,0.36
718.34,2071.6921,511.9618,84.5739,4046585,-72725.3438,0.3614
718.4901,2071.1609,512.2492,83.6781,4043270.25,-72725.3438,0.3617
718.64,2072.885,511.2835,83.0075,4054286.5,-72725.3438,0.3607
718.79,2077.3958,508.7487,82.3427,4083430.25,-72725.3438,0.3579
718.94,2081,506.7001,81.4475,4106965.5,-72725.3438,0.3557
719.09,2080.4653,506.9913,79.9443,4103555,-72725.3438,0.356
719.2401,2079.3274,507.6345,78.2922,4096113.5,-72725.3438,0.3567
719.39,2079.1548,507.737,79.4663,4094946.5,-72725.3438,0.3568
719.54,2080.7141,506.8341,83.4947,4105324.75,-72725.3438,0.3558
719.69,2082.0999,506.0466,86.6554,4114442.75,-72725.3438,0.3549
719.84,2082.9402,505.5691,86.756,4120000.25,-72725.3438,0.3544
719.9901,2084.3999,504.7395,85.3199,4129654.75,-72725.3438,0.3535
720.14,2081.3333,506.4823,85.5066,4109528.75,-72725.3438,0.3554
720.29,2075.9309,509.5525,84.3077,4074036,-72725.3438,0.3588
720.44,2076.8064,509.0549,82.0407,4079737.75,-68143.5703,0.3582
720.59,2075.8569,509.5945,77.5786,4073554.5,-53218.2109,0.3588
720.7401,2078.4441,508.1319,75.2175,4090380.75,-42424.707,0.3572
720.89,2080.6956,506.8658,73.455,4105024.25,-42424.707,0.3559
721.04,2080.085,507.1984,74.8907,4101128.75,-42424.707,0.3562
721.19,2081.2434,506.5555,79.5342,4108621,-42424.707,0.3555
721.34,2082.0999,506.0466,87.6066,4114442.75,-42424.707,0.3549
721.4901,2081.8914,506.1705,88.5184,4113025.25,-42424.707,0.3551
721.64,2081.7976,506.2469,87.6234,4112240.5,-42424.707,0.3552
721.79,2086.1353,503.7773,86.5132,4140999,-42424.707,0.3525
721.94,2089.1694,502.0331,84.2113,4161419.75,-42424.707,0.3505
722.09,2090.2,501.4718,81.8674,4168130.5,-42424.707,0.3499
722.2401,2090.4526,501.3282,82.2172,4169832.25,-42424.707,0.3497
722.39,2092.3877,500.2259,85.0517,4182886.5,-42424.707,0.3486
722.54,2091.3,500.8183,84.875,4175766.25,-42424.707,0.3492
722.69,2091.3738,500.7781,82.6095,4176249,-42424.707,0.3492
722.84,2092.5,500.1647,80.1514,4183622,-42424.707,0.3485
722.9901,2092.5,500.1647,82.4439,4183622,-42424.707,0.3485
723.14,2092.5,500.1647,86.4897,4183622,-42424.707,0.3485
723.29,2092.5,500.1647,91.8752,4183622,-42424.707,0.3485
723.44,2092.5,500.1647,87.3373,4183622,-42424.707,0.3485
723.59,2092.5,500.1647,83.3087,4183622,-42424.707,0.3485
723.7401,2093.562,499.5338,78.4012,4191032.5,-42424.707,0.3477
723.89,2094.7395,498.8906,76.9324,4198795.5,-42424.707,0.347
724.04,2096.9465,497.6377,78.1371,4213804.5,-42424.707,0.3457
724.19,2107.6497,491.5551,84.9053,4287798.5,-42424.707,0.339
724.34,2102.3794,494.5503,87.9673,4251126.5,-42424.707,0.3423
724.4901,2107.811,491.4634,91.0563,4288885,-38324.8438,0.3389
724.64,2102.5986,494.4256,89.0464,4252651.5,-25612.2227,0.3421
724.79,2101.7,494.9363,86.494,4246404.5,-23787.8438,0.3427
724.94,2101.7,494.9363,83.3506,4246404.5,-23787.8438,0.3427
725.09,2101.7,494.9363,79.4209,4246404.5,-23787.8438,0.3427
725.2401,2101.7,494.9363,79.416,4246404.5,-23787.8438,0.3427
725.39,2101.7,494.9363,79.9521,4246404.5,-23787.8438,0.3427
725.54,2101.7,494.9363,76.5296,4246404.5,-23787.8438,0.3427
725.69,2101.7,494.9363,74.1206,4246404.5,-23787.8438,0.3427
725.84,2100.8105,495.4208,75.028,4240459,-23787.8438,0.3432
725.9901,2099.7021,496.064,78.4686,4232726.5,-23787.8438,0.3439
726.14,2099.4001,496.2435,81.5291,4230585,-23787.8438,0.3441
726.29,2096.9724,497.6034,85.4777,4214163.5,-23787.8438,0.3456
726.44,2095.9001,498.204,87.4878,4206911,-23787.8438,0.3463
726.59,2095.9001,498.204,87.4802,4206911,-23787.8438,0.3463
726.7401,2095.9001,498.204,86.1514,4206911,-23787.8438,0.3463
726.89,2095.9001,498.204,82.9288,4206911,-23787.8438,0.3463
727.04,2095.9001,498.204,78.0635,4206911,-23787.8438,0.3463
727.19,2095.9001,498.204,75.6819,4206911,-23787.8438,0.3463
727.34,2095.9001,498.204,75.2343,4206911,-23787.8438,0.3463
727.4901,2097.2009,497.4648,73.2432,4215787,-23787.8438,0.3455
727.64,2098.2002,496.8969,71.8596,4222606.5,-23787.8438,0.3449
727.79,2099.4268,496.1998,73.3154,4231021.5,-23787.8438,0.3441
727.94,2100.5,495.5899,77.1775,4238383.5,-23787.8438,0.3434
728.09,2101.6536,494.9342,77.9956,4246340,-23787.8438,0.3427
728.2401,2105.6172,492.6955,74.1989,4273735,-23787.8438,0.3403
728.39,2106.9561,491.936,70.364,4283012,-23787.8438,0.3394
728.54,2104.0564,493.5686,69.5007,4262956.5,-14951.7441,0.3412
728.69,2100.3062,495.7125,71.8881,4237008,-1939.9331,0.3436
728.84,2101.4412,495.0714,75.7882,4244930.5,1105.438,0.3429
728.9901,2108.8196,490.8734,79.0521,4296079.5,1105.438,0.3382
729.14,2110.8999,489.708,78.8842,4310527.5,1105.438,0.337
729.29,2111.759,489.2197,76.9238,4316595.5,1105.438,0.3364
729.44,2112.3779,488.8678,74.686,4320969.5,1105.438,0.336
729.59,2111.6851,489.2617,73.6901,4316073.5,1105.438,0.3365
729.7401,2113.8184,488.044,74.8851,4331211.5,1105.438,0.3351
729.89,2116.6465,486.4308,75.2404,4351427,1105.438,0.3333
730.04,2120.7756,484.0954,74.3742,4380914,1105.438,0.3308
730.19,2123.0386,482.8094,73.8055,4397268.5,1105.438,0.3294
730.34,2125.5894,481.3523,74.0151,4415890.5,1105.438,0.3278
730.4901,2128.0999,479.9045,72.7849,4434423.5,1105.438,0.3262
730.64,2127.5718,480.2046,69.6222,4430561.5,1105.438,0.3265
730.79,2125.5649,481.3512,68.3175,4415831.5,1105.438,0.3277
730.94,2124.4631,481.9942,69.214,4407655,1105.438,0.3284
731.09,2123.9172,482.2815,71.7349,4403902,1105.438,0.3287
731.2401,2125.9985,481.1034,73.4503,4419007,1105.438,0.3275
731.39,2128.1951,479.8748,74.4531,4434968.5,1105.438,0.3262
731.54,2135.9207,475.46,73.315,4492374.5,1105.438,0.3213
731.69,2141.7712,472.1386,70.6299,4536320,1105.438,0.3176
731.84,2140.5671,472.848,68.0821,4526971,1105.438,0.3184
731.9901,2137.3154,474.6958,66.6995,4502626.5,1105.438,0.3204
732.14,2123.656,482.4565,65.1627,4401878.5,1105.438,0.329
732.29,2109.2058,490.6423,66.9778,4298901,1105.438,0.338
732.44,2100.4587,495.6143,69.062,4238091.5,1105.438,0.3434
732.59,2099.4993,496.1871,67.34,4231269,1967.4868,0.344
732.7401,2104.0457,493.6032,68.6856,4262628,41196.375,0.3413
732.89,2112,489.0544,70.4949,4318538,60641.5469,0.3362
733.04,2123.3784,482.5878,72.7453,4399995,60641.5469,0.3291
733.19,2125.739,481.2462,74.9837,4417156.5,60641.5469,0.3276
733.34,2123.5981,482.4628,74.6084,4401581,60641.5469,0.3289
733.4901,2122.4646,483.1339,74.1608,4393118.5,60641.5469,0.3298
733.64,2121.2896,483.7771,74.9761,4384850,60641.5469,0.3304
733.79,2120.2,484.42,76.2848,4376781,60641.5469,0.3311
733.94,2115.9905,486.8147,77.6278,4346620,60641.5469,0.3338
734.09,2113.4817,488.2406,76.5757,4328775.5,60641.5469,0.3353
734.2401,2110.1841,490.0903,71.3129,4305716,60641.5469,0.3374
734.39,2108.7695,490.9143,68.5712,4295597.5,60641.5469,0.3383
734.54,2110.5078,489.9308,73.5034,4307773,60641.5469,0.3372
734.69,2115.5376,487.0491,74.589,4343623,60641.5469,0.3341
734.84,2089.0898,502.0742,75.6772,4162411.75,60641.5469,0.3505
734.9901,2087.3362,503.0589,76.3092,4149345.75,60641.5469,0.3516
735.14,2115.3652,487.1382,76.4086,4344189,60641.5469,0.3341
735.29,2122.6758,483.0085,76.4086,4394699,60641.5469,0.3296
735.44,2119.8333,484.6102,75.7413,4374325.5,60641.5469,0.3313
735.59,2115.6008,487.0079,75.4988,4344115,60641.5469,0.334
735.7401,2115.9133,486.8303,76.775,4346315,60641.5469,0.3338
735.89,2115.0227,487.3364,76.0705,4339974.5,60641.5469,0.3344
736.04,2114.3,487.747,71.5387,4334829,60641.5469,0.3348
736.19,2117.3069,486.0383,67.801,4356295.5,60641.5469,0.3329
736.34,2120.3665,484.2996,68.5957,4378223,60641.5469,0.331
736.4901,2121.2002,483.8258,68.7367,4384223.5,60641.5469,0.3305
736.64,2120.5339,484.2216,70.9753,4379266.5,60641.5469,0.3309
736.79,2119.1567,485.0083,72.2331,4369326,87851.5234,0.3318
